case_number,debtor_name,debtor_cnpj,cnpj_source,name_match,razao_social,situacao,situacao_desc,porte,capital_social,uf,municipio,cnae_desc,rfb_source,band,band_reasons,plan_status,stage,filing_year,last_movement,updated_at,display_name,display_source,verified_name,verified_cnpj,group_members,administrator,proceeding,verified_confidence,verified_evidence,verified_at
5027051-28.2023.8.24.0008,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-10,2026-09-04T16:58:31Z,GRUPO ESPAÇO EDUCAÇÃO,pdf-read,GRUPO ESPAÇO EDUCAÇÃO,,"[""CENTRAL DA EDUCAÇÃO CURSOS LTDA"", ""ESPAÇO DA EDUCAÇÃO CURSOS LTDA"", ""ESPAÇO DA EDUCAÇÃO PACATUBA LTDA"", ""NÚCLEO DA EDUCAÇÃO CURSOS LTDA""]",,RJ,0.7,p.1: 'GRUPO ESPAÇO EDUCAÇÃO CLASSE I / Credor Valor Aberto Endereço Bairro Cidade UF Fone CNPJ/CPF E-mail Classif Cred'; p.3: 'GRUPO ESPAÇO EDUCAÇÃO CLASSE III'; p.4: 'GRUPO ESPAÇO EDUCAÇÃO CLASSE IV',2026-09-04T16:58:30Z
5028800-87.2023.8.24.0038,e Extrajudicia,82959438000166,doc:69d31877 score=3,0.2647058823529412,DELICATESSE VIKTORIA PRODUTOS ALIMENTICIOS LTDA FALIDO,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,e Extrajudicia,hint,,,,,,,,
5036084-50.2024.8.21.0021,SENTENÇA VISTOS. Trata-se de Recuperação Judicia,58134028000100,doc:ff0f1755 score=5,0.368421052631579,DANIEL CERESER RENS - FALIDO,,,,,,,,NAME_MISMATCH,D,falência decreed,ESTIMATED,CONVERTED_TO_BANKRUPTCY,2024,2026-07-31,2026-09-04T16:58:31Z,SENTENÇA VISTOS. Trata-se de Recuperação Judicia,hint,,,,,,,,
5037362-88.2020.8.21.0001,5147697-43.2021.8.21.0001 | CB2D,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,,,,,,,,,,
5041328-27.2023.8.21.0010,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,,,,,,,,,,
5044580-07.2019.8.21.0001,"em epígrafe, vem, respeitosa",73495467000123,doc:6567c21d score=2,0.2826086956521739,INDUSTRIAL E COMERCIAL MARTAU TECNOLOGIA DO CONFORTO LTDA FALIDO,,,,,,,,NAME_MISMATCH,A,plan/homologation document found,CONFIRMED,,2019,,2026-09-04T16:58:31Z,VARA DE DIREITO EMPRESA,hint,,,,,,,,
5045407-81.2020.8.21.0001,Catalise Administração Judicial,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,,,,,,,,,,
5048671-58.2024.8.08.0024,e Falência,30804791000173,doc:3fef1f8d score=2,0.22535211267605632,RICARDO BIANCARDI FERNANDES SOCIEDADE INDIVIDUAL DE ADVOCACIA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-14,2026-09-04T16:58:31Z,HOSPITAL SANTA MÔNICA,hint,,,,,,,,
5055017-47.2025.8.24.0023,Base | AJ RUIZ - Administração Judicial,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,,2025,,2026-09-04T16:58:31Z,,,,,,,,,,
5056287-30.2023.8.21.0001,5056287-30.2023.8.21.0001 | CB2D,00360305000104,doc:afd7d6ac score=3,0.10909090909090907,CAIXA ECONOMICA FEDERAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-12,2026-09-04T16:58:31Z,,,,,,,,,,
5057720-48.2025.8.24.0023,,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2025,,2026-09-04T16:58:31Z,Grupo Rech,hint,,,,,,,,
5072041-17.2020.8.21.0001,E CENTRAL X DE SERVIÇOS LTDA,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,E CENTRAL X DE SERVIÇOS LTDA,hint,,,,,,,,
5073632-14.2020.8.21.0001,Catalise Administração Judicial,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,,,,,,,,,,
5074883-62.2023.8.21.0001,MAGAZINE SA,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2023,2026-07-18,2026-09-04T16:58:31Z,MAGAZINE SA,hint,,,,,,,,
5087077-02.2020.8.21.0001,Catalise Administração Judicial,10883053000151,doc:5af18e3c score=2,0.36363636363636365,MASSA FALIDA CONSTRUTORA B & D LTDA,,,,,,,,NAME_MISMATCH,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,,,,,,,,,,
5088952-81.2025.8.13.0024,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-31,2026-09-04T16:58:31Z,,,,,,,,,,
5092815-63.2023.8.21.0001,Grupo Mobra - RLG-AJ,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,Grupo Mobra,hint,,,,,,,,
5100227-29.2022.8.24.0023,MUNDO BIZARRO IMPORTAÇÃO E EXPORTAÇÃO LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,05316275000152,doc:cdf27c40 score=3,0.5797101449275363,MUNDO BIZARRO IMPORTACAO E EXPORTACAO LTDA FALIDO,04,INAPTA,DEMAIS,100000,SC,FLORIANOPOLIS,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,minhareceita,D,document is a falência (bankruptcy) list,UNKNOWN,,2022,,2026-09-04T16:58:31Z,MUNDO BIZARRO IMPORTACAO E EXPORTACAO LTDA,pdf-read,MUNDO BIZARRO IMPORTACAO E EXPORTACAO LTDA,05316275000152,[],"SGROTT ADMINISTRADORA JUDICIAL E CONSULTORIA EMPRESARIAL LTDA / GILSON A. SGROTT ADVOCACIA, responsável Gilson Amilton Sgrott – OAB/SC 9.022",FALENCIA,0.97,"0e98068b p.2: 'Processo 5100227-29.2022.8.24.0023, Evento 660 ... RELAÇÃO DE CREDORES DO ADMINISTRADOR JUDICIAL (Art. 7º) MUNDO BIZARRO IMPORTACAO E EXPORTACAO LTDA'; cdf27c40 p.1: 'FALÊNCIA ... Nº 5100227-29.2022.8.24.0023/SC AUTOR: MUNDO BIZARRO IMPORTACAO E EXPORTACAO LTDA FALIDO ... EDITAL DE DECRETAÇÃO DE FALÊNCIA ... CNPJ: 05.316.275/0001-52'",2026-09-04T16:58:30Z
5108608-76.2022.8.21.0001,5108608-76.2022.8.21.0001 | CB2D,15596005000104,doc:9c7bb933 score=5,0.10989010989010993,MUNDIAL LIVRARIA E PAPELARIA LTDA - EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-08-03,2026-09-04T16:58:31Z,MUNDIAL LIVRARIA E PAPELARIA LTDA - EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5121114-73.2021.8.21.7000,empresa,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,,2021,,2026-09-04T16:58:31Z,,,,,,,,,,
5127763-65.2022.8.21.0001,5127763-65.2022.8.21.0001 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2022,,2026-09-04T16:58:31Z,,,,,,,,,,
5128887-20.2021.8.21.0001,5032410-66.2020.8.21.0001 | CB2D,,,,,,,,,,,,,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,,,,,,,,,,
5134453-76.2023.8.21.0001,5134453-76.2023.8.21.0001 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,,,,,,,,,,
5164979-18.2026.8.09.0110,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-30,2026-09-04T16:58:31Z,Grupo GE (Condomínio Agropecuário GE),pdf-read,Grupo GE (Condomínio Agropecuário GE),,"[""EMILIANA BARBOSA LOBO GUIMARÃES DE ALMEIDA (E B L GUIMARAES DE ALMEIDA, CNPJ 64.916.576/0001-86)"", ""GABRIEL MONTEIRO MENDONÇA DE ALMEIDA CASTRO (G M M DE ALMEIDA CASTRO, CNPJ 64.917.671/0001-02)"", ""GUILHERME LOBO GUIMARÃES DE ALMEIDA (G L GUIMARAES DE ALMEIDA, CNPJ 65.118.053/0001-57)""]","CINCOS – CONSULTORIA ORGANIZACIONAL DE RESULTADO (CNPJ 19.688.356/0001-98), representada por Stenius Lacerda Bastos",RJ,0.92,"p.1: 'EDITAL DE RECUPERAÇÃO JUDICIAL (ELABORADO NA FORMA DO ART. 52, § 1º DA LEI N.º 11.101/2005) ... PROCESSO: 5164979-18.2026.8.09.0110 PROMOVENTE: Emiliana Barbosa Lobo Guimãraes De Almeida ... EMILIANA BARBOSA LOBO GUIMARÃES DE ALMEIDA produtora rural, inscrita no CPF nº 028.095.431-00 ... E B L GUIMARAES DE ALMEIDA, inscrita no CNPJ nº 64.916.576/0001-86; GABRIEL ... GUILHERME ... atuantes em",2026-09-04T16:58:30Z
5188654-52.2022.8.21.0001,5188654-52.2022.8.21.0001 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-08-13,2026-09-04T16:58:31Z,,,,,,,,,,
5217536-87.2023.8.21.0001,5217536-87.2023.8.21.0001 | CB2D,92723881000197,doc:6cc01a61 score=3,0.10958904109589042,MADRI COMERCIO DE FERRO E ACO LTDA FALIDO,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,,,,,,,,,,
5240968-38.2023.8.21.0001,empresa,94503737000170,doc:c2d7e98d score=5,0.1851851851851852,JOSE LUIZ DE FRAGA LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-05,2026-09-04T16:58:31Z,JOSE LUIZ DE FRAGA LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5245072-73.2023.8.21.0001,Catalise Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-12,2026-09-04T16:58:31Z,,,,,,,,,,
5264228-81.2025.8.09.0172,RJ GRUPO FAEL - Stenius,08893021000195,doc:301e3cf5 score=2,0.3111111111111111,BOI VERDE LEILOES LTDA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-30,2026-09-04T16:58:31Z,GRUPO ECONÔMICO FAEL (GRUPO FAEL),pdf-read,GRUPO ECONÔMICO FAEL (GRUPO FAEL),,"[""JAIME FAEL QUEIROZ"", ""ZILMA DA PENHA DA SILVA QUEIROZ"", ""DANIEL MENDES DE QUEIROZ FILHO"", ""CREUSA OLIVEIRA DE QUEIROZ"", ""BOI VERDE LEILÕES LTDA.""]",CINCOS CONSULTORIA ORGANIZACIONAL LTDA (Stenius Lacerda Bastos),RJ,0.95,"p.1 (301e3cf5): 'EDITAL DE PUBLICAÇÃO DA 2ª RELAÇÃO DE CREDORES DO GRUPO ECONÔMICO FAEL (EM RECUPERAÇÃO JUDICIAL) - PROCESSO N.º 5264228-81.2025.8.09.0172 - VARA CÍVEL DA COMARCA DE SANTA TEREZINHA DE GOIÁS - GO. ... JAIME FAEL QUEIROZ, produtor rural, inscrito no CNPJ sob o nº 58.301.252/0001-30; ... BOI VERDE LEILÕES LTDA., ... 08.893.021/0001-95, integrantes do GRUPO FAEL'",2026-09-04T16:58:30Z
5268801-31.2023.8.21.0001,5268801-31.2023.8.21.0001 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-14,2026-09-04T16:58:31Z,,,,,,,,,,
5281407-42.2021.8.09.0051,,34259764000118,doc:12e6f4e0 score=2,,MOINHO CENTRO NORTE LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,1000000,GO,GOIANIA,Moagem de trigo e fabricação de derivados,minhareceita,C,"5y since filing, no plan document",ESTIMATED,ACTIVE,2021,2026-07-10,2026-09-04T16:58:31Z,MOINHO CENTRO NORTE LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5308338-84.2023.8.13.0024,"GateKeeper | Recuperação Judicial em São Paulo – Ética, técnica e profissionalismo na administração judicial de processos de recuperação e falência.",,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,GateKeeper,hint,,,,,,,,
5315944-66.2023.8.13.0024,e na falência,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,,,,,,,,,,
5341375-33.2026.8.09.0049,RJ Grupo 3E - Stenius,41324359000100,doc:29ff4732 score=2,0.3673469387755102,COMERCIO RACOES BEM BOM LTDA,,,,,,,,NAME_MISMATCH,A,plan/homologation document found,CONFIRMED,ACTIVE,2026,2026-07-31,2026-09-04T16:58:31Z,GRUPO 3E,pdf-read,GRUPO 3E,,"[""EMIVAL VIANDELLI LOPES (CPF 269.166.651-49, produtor rural)"", ""SUELI PEREIRA DE SOUSA LOPES (CPF 302.267.321-34)"", ""EDSON VIANDELLI LOPES (CPF 331.414.101-78)"", ""KÁTIA LUCIANA MOREIRA CAMPOS LOPES (CPF 476.782.081-20)"", ""ELSON JOSÉ LOPES (CPF 396.906.791-04)"", ""3E INVESTIMENTOS E PATRIMÔNIO LTDA. (CNPJ 44.997.154/0001-75)"", ""AGRO 3E LTDA. (CNPJ 43.590.127/0001-10)"", ""BEM BOM PESCADOS LTDA. (CNPJ 27.703.265/0001-02)"", ""COMERCIAL 3E ALIMENTOS LTDA. (CNPJ 40.693.341/0001-04)"", ""COMÉRCIO DE RAÇÕES BEM BOM LTDA. (CNPJ 41.324.359/0001-00)""]",CINCOS STENIUS CONSULTORIA ORGANIZACIONAL DE RESULTADO (representante legal STENIUS LACERDA BASTOS),RJ,0.97,"p.1 (29ff4732): ""EDITAL DE PUBLICAÇÃO DA 2ª RELAÇÃO DE CREDORES E AVISO DE RECEBIMENTO DO PLANO DE RECUPERAÇÃO JUDICIAL DO GRUPO 3E (EM RECUPERAÇÃO JUDICIAL) - PROCESSO N.º 5341375-33.2026.8.09.0049 - 2ª VARA CÍVEL E AMBIENTAL DA COMARCA DE GOIANÉSIA - GO ... integrantes do GRUPO 3E, em regime de consolidação substancial""",2026-09-04T16:58:30Z
5401053-70.2026.8.09.0051,Tendas E Companhia Ltda e outros,05047886000142,doc:5cac6a8c score=3,1.0,TENDAS E COMPANHIA LTDA,02,ATIVA,EMPRESA DE PEQUENO PORTE,200000,GO,GOIANIA,Fabricação de estruturas metálicas,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-29,2026-09-04T16:58:31Z,Grupo Tendas,pdf-read,Grupo Tendas,05047886000142,"[""TENDAS E COMPANHIA LTDA – CNPJ printed as '05.047.8860001-42' (= 05.047.886/0001-42)"", ""BARBOSA E VAZ EMPREENDIMENTOS LTDA – CNPJ 30.729.690/0001-85"", ""UNIVERSO DAS TENDAS LTDA – CNPJ 00.505.619/0001-58"", ""PROD. RURAL ADRIANA VIEIRA VAZ VASCONCELOS UNIPESSOAL LTDA – CNPJ 66.441.739/0001-47"", ""PROD. RURAL ANDERSON BARBOSA DE VASCONCELOS UNIPESSOAL LTDA – CNPJ 66.441.597/0001-18"", ""PROD. RURAL EVALDO JOSE FERNANDES UNIPESSOAL LTDA – CNPJ 66.441.887/0001-61"", ""ADRIANA VIEIRA VAZ VASCONCELOS (pessoa física, CPF 643.631.201-34)"", ""ANDERSON BARBOSA DE VASCONCELOS (pessoa física, CPF 548.313.421-49)"", ""EVALDO JOSE FERNANDES (pessoa física, produtor rural, CPF 161.095.461-00)""]","CINCOS CONSULTORIA ORGANIZACIONAL LTDA (CNPJ 19.688.356/0001-98), representada por Stenius Lacerda Bastos",RJ,0.95,"5cac6a8c p.1: 'Processo Digital: 5401053-70.2026.8.09.0051 ... Recuperação Judicial / Requerente: Tendas E Companhia Ltda e outros ... EDITAL DE RECUPERAÇÃO JUDICIAL (ELABORADO NA FORMA DO ART. 52, § 1º DA LEI N.º 11.101/2005) ... FAZ SABER ... que TENDAS E COMPANHIA LTDA ... CNPJ/MF nº 05.047.8860001-42 ... atuantes em conjunto como “Grupo Tendas”'",2026-09-04T16:58:30Z
5560721-64.2026.8.09.0120,"e a opção de consulta às suas peças principais, sa",66191738000191,doc:e4925fc3 score=2,0.3614457831325301,MODESTO IDELFONSO DE ALMEIDA NETO,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-30,2026-09-04T16:58:31Z,Grupo Almeida,hint,,,,,,,,
5660592-49.2025.8.09.0105,RJ DINKOSKI - Stenius,01947609000135,doc:1df74f00 score=2,0.4444444444444444,ALFA TRANSPORTES DE MINEIROS LTDA,,,,,,,,NAME_MISMATCH,A,plan/homologation document found,CONFIRMED,ACTIVE,2025,2026-07-31,2026-09-04T16:58:31Z,DINKOSKI,hint,,,,,,,,
5671108-67.2023.8.09.0051,apresentada por AXE CAPITAL LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-29,2026-09-04T16:58:31Z,apresentada por AXE CAPITAL LTDA,hint,,,,,,,,
5677250-87.2023.8.09.0051,EMPRESA,19062231000158,doc:62943bec score=2,0.16216216216216212,ASSOCIACAO EDUCACIONAL DR. ODILON FERNANDES EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,A,plan/homologation document found,CONFIRMED,ACTIVE,2023,2026-07-31,2026-09-04T16:58:31Z,GRUPO UNIBRÁS,pdf-read,GRUPO UNIBRÁS,19062231000158,"[""Associação Educacional Dr. Odilon Fernandes (CNPJ 19.062.231/0001-58)"", ""Associação Educacional Dr. Odilon Fernandes (CNPJ 19.062.231/0002-39)"", ""Associação de Ensino Superior de Goiás (CNPJ 33.636.671/0001-30; also listed as 33.636.671/0001-00)"", ""Faculdade Evangélica de Brasília SS Ltda. (05.926.949/0001-30)"", ""Faisal Faculdades Integradas de Saúde em Lucas (32.077.731/0001-21)"", ""BR Investimentos (40.780.971/001-16 as printed)"", ""HC Soares (40.526.528/0001-37)"", ""Instituto Educacional Guilherme Dorca (05.102.134/0001-37)"", ""Colégio TecBrás de Brasília (40.519.150/0001-20)"", ""FG Serviços de Cobranças Extrajudicial Especializada Ltda. (27.444.265/0001-35)"", ""INPOS – Instituto de Gestão Educacional (21.537.875/0001-05)"", ""Neo Sistemas de Ensino (07.262.950/0001-33)"", ""Sociedade Educacional Rio Verde SC Ltda. (37.275.500/0001-46)"", ""Centro de Ensino Superior do Centro Oeste (03.383.280/0001-52)"", ""Brás dados Administração Ltda. (08.442.975/0001-81)"", ""Educare Gestão de Educação Ltda. (05.306.381/0001-55)"", ""FQM – Instituto Educacional (11.835.207/0001-00)"", ""Sociedade Educacional Vale do São Francisco (16.682.807/0001-91)"", ""Centro de Educação Superior do Norte Goiano (07.538.863/0001-66)"", ""Fortium Geraldo Veloso Ltda. (28.106.197/0001-67)"", ""Faculdade Santa Inês Ltda. (34.608.883/0001-39)"", ""Faculdade de Grajau Ltda. (34.485.340/0001-71)"", ""Investimento de Crédito no Brasil EIRELI (09.275.998/0001-01)"", ""Colégio Educar Brasil (31.834.415/0001-94)"", ""Colégio Educar Brasil Acreúna (28.194.509/0001-31)"", ""Colégio Educar Brasil Rio Verde (28.280.418/0001-19)"", ""Colégio Educar Brasil Ltda. (51.627.427/0001-55)"", ""Brás Educacional (23.824.570/0001-00)"", ""Núcleo Gestão Educacional Ltda. (26.930.631/0001-01)""]","CINCOS CONSULTORIA ORGANIZACIONAL LTDA, representante legal Dr. Stenius Lacerda Bastos",RJ,0.95,"[62943bec p.1] EDITAL DE PUBLICAÇÃO DA 2ª RELAÇÃO DE CREDORES E AVISO DE RECEBIMENTO DO PLANO DE RECUPERAÇÃO JUDICIAL DO GRUPO UNIBRÁS (EM RECUPERAÇÃO JUDICIAL) – PROCESSO Nº 5677250-87.2023.8.09.0051 - 7ª VARA CÍVEL DA COMARCA DE GOIÂNIA - GOIÁS. ... CINCOS CONSULTORIA ORGANIZACIONAL LTDA, Administradora Judicial da recuperação judicial do GRUPO UNIBRÁS",2026-09-04T16:58:30Z
5746053-87.2025.8.09.0137,empresa,26227324000150,doc:ff13505d score=5,0.26086956521739124,GRAO DIRETO LTDA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-27,2026-09-04T16:58:31Z,,,,,,,,,,
5824011-75.2025.8.09.0097,"em 60 dias, sob pena de falência",61264039000100,doc:0fd1c6d2 score=2,0.41935483870967744,A S DIAS NETO - PRODUTOR RURAL,,,,,,,,NAME_MISMATCH,A,plan/homologation document found,CONFIRMED,,2025,,2026-09-04T16:58:31Z,Processo de Recuperação Judicia,hint,,,,,,,,
6032681-62.2025.8.09.0051,MARGIL TRANSPORTES LTDA,11123806000193,doc:da5bbde9 score=5,1.0,MARGIL TRANSPORTES LTDA,02,ATIVA,DEMAIS,2202521,GO,GOIANIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-31,2026-09-04T16:58:31Z,MARGIL TRANSPORTES LTDA,rfb,,,,,,,,
8005129-09.2023.8.05.0039,Conduscabos Brasil Indústria Comércio de,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-06-17,2026-09-04T16:58:31Z,Grupo Conduscabos,pdf-read,Grupo Conduscabos,,"[""Conduscabos Brasil Indústria Comércio de Condutores Elétricos LTDA."", ""PWS Brasil Comercial LTDA.""]","ASSISTJUD - CONSULTORIA EM REESTRUTURAÇÃO EMPRESARIAL LTDA. (CNPJ 26.155.662/0001-24; Felipe Vieira Batista, responsável técnico)",RJ,0.97,"p1: ""PROCESSO Nº 8005129-09.2023.8.05.0039 ASSISTJUD ... na condição de Administradora Judicial (“AJ”) nomeada nos autos do pedido de recuperação judicial ajuizado pela: (i) Conduscabos Brasil Indústria Comércio de Condutores Elétricos LTDA. (“Conduscabos”); e, (ii) PWS Brasil Comercial LTDA. (“PWS Brasil”)""; p4: ""CLASSE I CONDUSCABOS - RECUPERAÇÃO JUDICIAL GRUPO CONDUSCABOS""",2026-09-04T16:58:30Z
8041832-19.2024.8.05.0001,deverá requerer ao juízo sua falência,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,ERT VIDROS REFORMAS E DECORAÇÕES LTDA,hint,,,,,,,,
8054910-22.2020.8.05.0001,Hoteis e Pousadas Belle Mer Brasil S/A - Real Brasil Consultoria,33927815000170,doc:1a8eb245 score=3,1.0,HOTEIS E POUSADAS BELLE MER BRASIL S/A,02,ATIVA,DEMAIS,1452000,BA,PORTO SEGURO,Hotéis,minhareceita,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-21,2026-09-04T16:58:31Z,HOTEIS E POUSADAS BELLE MER BRASIL S/A,rfb,,,,,,,,
0700707-87.2025.8.02.0043,Grupo Pisebem,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-29,2026-09-04T16:58:31Z,Grupo Pisebem,hint,,,,,,,,
1022634-27.2024.8.26.0100,,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,,,,,,,,,,
